,XGBClassifier,naivey_bayes,LGBMClassifier,Decision_Tree,Random_Forest
0,0.9759668214996683,0.8162242866622428,0.9810656934306567,0.9701340411413403,0.973056403450564
1,0.8591814503579209,0.6901746323529412,0.8811602066865539,0.8434199134199133,0.8466804243148329
2,0.965038440229668,0.6623604235718231,0.963950877663358,0.9459477999266097,0.9466777842830408
3,0.9042128382864838,0.6539171988786258,0.917822689051726,0.8859537080383537,0.8894138642367462
