,XGBClassifier,naivey_bayes,LGBMClassifier,Decision_Tree,Random_Forest
0,0.979961512939615,0.8163304578633046,0.9806834771068347,0.9755938951559389,0.9770497677504977
1,0.9730560281163454,0.8950503363118212,0.9748483150171232,0.9712156864596568,0.9678866971140504
2,0.987601819528192,0.7164815402517719,0.9868613138686131,0.9803184174336188,0.9868666031947531
3,0.9800752438456939,0.794604023731923,0.980737539496664,0.9756138022072586,0.9770854715196551
